NODE_KEY,PARENT_KEY,EMPLOYEE_ID,FIRST_NAME,MIDDLE_NAME,LAST_NAME,INITIALS,SEX,LANGUAGE,PHONE_NUMBER,FAX_NUMBER,MOBILE_NUMBER,EMAIL_ADDRESS,LOGIN_NAME,PR_ADDRESS_GUID.NODE_KEY,VAL_START_DATE,VAL_END_DATE,CURRENCY,SALARY_AMOUNT,ACCOUNT_NUMBER,BANK_ID,BANK_NAME,EMPLOYEE_PIC_URL
5EF3FD3648631ED5AFBB0614A48773E6,5EF3FD3648631ED5AFBB0614A47FB3E6,0400000023,Catherine,,Jones,,F,E,+1 212 7539545,+1 212 7539004,+1 315 8852092,catherine.jones@itelo.info,JONESC,5EF3FD3648631ED5AFBB0614A482B3E6,20000101,99991231,USD,59000.00,4455667788,26005885,My Bank of New York,/sap/public/bc/NWDEMO_MODEL/IMAGES/female_12_JonesC.jpg
5EF3FD3648631ED5AFBB0614A48793E6,5EF3FD3648631ED5AFBB0614A47FB3E6,0400000024,Peter,,Douglas,,M,E,+1 812 6539906,+1 812 6539004,+1 630 2296680,peter.douglas@itelo.info,DOUGLASP,5EF3FD3648631ED5AFBB0614A482D3E6,20000101,99991231,USD,1500000.00,666777888,510000655,My Bank of Antioch,/sap/public/bc/NWDEMO_MODEL/IMAGES/male_8_DouglasP.jpg
5EF3FD3648631ED5AFBB0614A487B3E6,5EF3FD3648631ED5AFBB0614A47FB3E6,0400000025,Frank,,Brown,,M,E,+1 212 5951134,+1 212 5951004,+1 607 2088417,frank.brown@itelo.info,BROWNF,5EF3FD3648631ED5AFBB0614A482F3E6,20000101,99991231,USD,53021.00,6677889900,26005885,My Bank of New York,/sap/public/bc/NWDEMO_MODEL/IMAGES/male_17_BrownF.jpg
5EF3FD3648631ED5AFBB0614A487D3E6,5EF3FD3648631ED5AFBB0614A47FB3E6,0400000026,Barbara,,Ingalls,,F,E,+1 650 4221832,+1 650 4221004,+1 657 4220732,barbara.ingalls@itelo.info,INGALLSB,5EF3FD3648631ED5AFBB0614A48313E6,20000101,99991231,USD,63443.00,4433221100,121000358,My Bank of San Francisco,/sap/public/bc/NWDEMO_MODEL/IMAGES/female_3_IngallsB.jpg
5EF3FD3648631ED5AFBB0614A487F3E6,5EF3FD3648631ED5AFBB0614A47FB3E6,0400000027,Peter,,Fuchs,,M,E,+44 1628 661186,+44 1628 661004,+44 7748 711945,peter.fuchs@itelo.info,FUCHSP,5EF3FD3648631ED5AFBB0614A48333E6,20000101,99991231,USD,71344.00,65432109,66665555,My Bank of London,/sap/public/bc/NWDEMO_MODEL/IMAGES/male_20_FuchsP.jpg
5EF3FD3648631ED5AFBB0614A48813E6,5EF3FD3648631ED5AFBB0614A47FB3E6,0400000028,Mary,,Watson,,F,E,+44 0171 184338,+44 0171 184004,+44 7917 173444,mary.watson@itelo.info,WATSONM,5EF3FD3648631ED5AFBB0614A48353E6,20000101,99991231,USD,64222.00,43210987,66665555,My Bank of London,/sap/public/bc/NWDEMO_MODEL/IMAGES/female_13_WatsonM.jpg
5EF3FD3648631ED5AFBB0614A48833E6,5EF3FD3648631ED5AFBB0614A47FB3E6,0400000029,Karl,,Kessler,,M,E,+1 212 2961879,+1 212 2961004,+1 646 1096875,karl.kessler@itelo.info,KESSLERK,5EF3FD3648631ED5AFBB0614A48373E6,20000101,99991231,USD,97455.00,7788990011,26005885,My Bank of New York,/sap/public/bc/NWDEMO_MODEL/IMAGES/male_21_KesslerK.jpg
5EF3FD3648631ED5AFBB0614A48853E6,5EF3FD3648631ED5AFBB0614A47FB3E6,0400000030,Nora,,Dwyer,,F,E,+33 14 517-9410,+33 14 517-9004,+33 62041 8587,nora.dwyer@itelo.info,DWYERN,5EF3FD3648631ED5AFBB0614A48393E6,20000101,99991231,USD,50000.00,0013M02606,10100,tablissement financier de Paris,/sap/public/bc/NWDEMO_MODEL/IMAGES/female_14_DwyerN.jpg
5EF3FD3648631ED5AFBB0614A48873E6,5EF3FD3648631ED5AFBB0614A47FB3E6,0400000031,Richard,,Fisher,,M,E,+49 30 41012482,+49 30 41012004,+49 151 57228513,fisher.richard@itelo.info,FISHERR,5EF3FD3648631ED5AFBB0614A483B3E6,20000101,99991231,EUR,67234.00,567890123,99999888,Deutsches Geldinstitut,/sap/public/bc/NWDEMO_MODEL/IMAGES/male_25_FisherR.jpg
5EF3FD3648631ED5AFBB0614A48893E6,5EF3FD3648631ED5AFBB0614A47FB3E6,0400000032,Carol,,Aranda,,F,E,+49 30 41092482,+49 30 41092004,+49 1515 7118329,carol.aranda@itelo.info,ARANDAC,5EF3FD3648631ED5AFBB0614A483D3E6,20000101,99991231,EUR,4457.00,564567123,99999555,Deutsches Geldinstitut,/sap/public/bc/NWDEMO_MODEL/IMAGES/female_15_arandaC.jpg
5EF3FD3648631ED5AFBB0614A488B3E6,5EF3FD3648631ED5AFBB0614A47FB3E6,0400000033,Nam,Hui,Kim,,F,E,+49 30 41091664,+49 30 41091004,+49 160 90832165,nam.huik@itelo.info,NAMHUIK,5EF3FD3648631ED5AFBB0614A483F3E6,20000101,99991231,EUR,5105.00,564567123,99999666,Deutsches Geldinstitut,/sap/public/bc/NWDEMO_MODEL/IMAGES/female_16_kimNH.jpg
5EF3FD3648631ED5AFBB0614A488D3E6,5EF3FD3648631ED5AFBB0614A47FB3E6,0400000034,Felicity,,Chang,,F,E,+49 30 41092275,+49 30 41092004,+49 151 12263706,changf@itelo.info,CHANGF,5EF3FD3648631ED5AFBB0614A48413E6,20000101,99991231,EUR,3605.00,564597123,99999667,Deutsches Geldinstitut,/sap/public/bc/NWDEMO_MODEL/IMAGES/female_17_changF.jpg
5EF3FD3648631ED5AFBB0614A488F3E6,5EF3FD3648631ED5AFBB0614A47FB3E6,0400000035,Crispin,,Perez,,M,E,+49 30 31092271,+49 30 31092004,+49 163 4301346,perezcf@itelo.info,PEREZC,5EF3FD3648631ED5AFBB0614A48433E6,20000101,99991231,EUR,3166.00,564397123,99991667,Deutsches Geldinstitut,/sap/public/bc/NWDEMO_MODEL/IMAGES/male_19_perezC.jpg
5EF3FD3648631ED5AFBB0614A48913E6,5EF3FD3648631ED5AFBB0614A47FB3E6,0400000036,Yoshihiro,,Kimura,,M,E,+49 30 41082265,+49 30 41082004,+49 151 57128731,kimuray@itelo.info,KIMURA,5EF3FD3648631ED5AFBB0614A48453E6,20000101,99991231,EUR,3266.00,564397166,19991667,Deutsches Geldinstitut,/sap/public/bc/NWDEMO_MODEL/IMAGES/male_20_kimuraY.jpg
5EF3FD3648631ED5AFBB0614A48933E6,5EF3FD3648631ED5AFBB0614A47FB3E6,0400000037,Christopher,,Ngo,,M,E,+49 30 41093387,+49 30 41093004,+49 160 90840191,ngoc@itelo.info,NGOC,5EF3FD3648631ED5AFBB0614A48473E6,20000101,99991231,EUR,3266.00,564397176,19991677,Deutsches Geldinstitut,/sap/public/bc/NWDEMO_MODEL/IMAGES/male_22_ngoC.jpg
5EF3FD3648631ED5AFBB0614A48953E6,5EF3FD3648631ED5AFBB0614A47FB3E6,0400000038,EPM,Demo,User,,M,E,,,,user.epm@itelo.info,EPM_DEMO,5EF3FD3648631ED5AFBB0614A48473E6,20000101,99991231,EUR,3266.00,564397176,19991677,Deutsches Geldinstitut,/sap/public/bc/NWDEMO_MODEL/IMAGES/male.jpg
